religion	value	adams1_3_done.xml	government	policy
religion	value	adams1_3_done.xml	government	policy
religion	value	adams1_3_done.xml	government	policy
religion	value	adams1_3_done.xml	government	policy
religion	value	adams1_3_done.xml	government	policy
religion	value	adams1_3_done.xml	foreign	policy
unity	value	adams1_3_done.xml	government	policy
unity	value	adams1_3_done.xml	government	policy
unity	value	adams1_3_done.xml	government	policy
unity	value	adams1_3_done.xml	government	policy
unity	value	adams1_3_done.xml	government	policy
unity	value	adams1_3_done.xml	foreign	policy
democracy	value	adams1_3_done.xml	government	policy
democracy	value	adams1_3_done.xml	government	policy
democracy	value	adams1_3_done.xml	government	policy
democracy	value	adams1_3_done.xml	government	policy
democracy	value	adams1_3_done.xml	government	policy
democracy	value	adams1_3_done.xml	foreign	policy
patriotism	value	adams1_3_done.xml	government	policy
patriotism	value	adams1_3_done.xml	government	policy
patriotism	value	adams1_3_done.xml	government	policy
patriotism	value	adams1_3_done.xml	government	policy
patriotism	value	adams1_3_done.xml	government	policy
patriotism	value	adams1_3_done.xml	foreign	policy
liberty	value	adams1_3_done.xml	government	policy
liberty	value	adams1_3_done.xml	government	policy
liberty	value	adams1_3_done.xml	government	policy
liberty	value	adams1_3_done.xml	government	policy
liberty	value	adams1_3_done.xml	government	policy
liberty	value	adams1_3_done.xml	foreign	policy
democracy	value	biden1_59_done.xml	economy	policy
democracy	value	biden1_59_done.xml	civil_rights	policy
democracy	value	biden1_59_done.xml	environment	policy
democracy	value	biden1_59_done.xml	terrorism	policy
democracy	value	biden1_59_done.xml	economy	policy
democracy	value	biden1_59_done.xml	education	policy
democracy	value	biden1_59_done.xml	health	policy
democracy	value	biden1_59_done.xml	economy	policy
democracy	value	biden1_59_done.xml	health	policy
democracy	value	biden1_59_done.xml	civil_rights	policy
democracy	value	biden1_59_done.xml	foreign	policy
democracy	value	biden1_59_done.xml	foreign	policy
democracy	value	biden1_59_done.xml	health	policy
democracy	value	biden1_59_done.xml	civil_rights	policy
democracy	value	biden1_59_done.xml	environment	policy
democracy	value	biden1_59_done.xml	foreign	policy
democracy	value	biden1_59_done.xml	military	policy
unity	value	biden1_59_done.xml	economy	policy
unity	value	biden1_59_done.xml	civil_rights	policy
unity	value	biden1_59_done.xml	environment	policy
unity	value	biden1_59_done.xml	terrorism	policy
unity	value	biden1_59_done.xml	economy	policy
unity	value	biden1_59_done.xml	education	policy
unity	value	biden1_59_done.xml	health	policy
unity	value	biden1_59_done.xml	economy	policy
unity	value	biden1_59_done.xml	health	policy
unity	value	biden1_59_done.xml	civil_rights	policy
unity	value	biden1_59_done.xml	foreign	policy
unity	value	biden1_59_done.xml	foreign	policy
unity	value	biden1_59_done.xml	health	policy
unity	value	biden1_59_done.xml	civil_rights	policy
unity	value	biden1_59_done.xml	environment	policy
unity	value	biden1_59_done.xml	foreign	policy
unity	value	biden1_59_done.xml	military	policy
religion	value	biden1_59_done.xml	economy	policy
religion	value	biden1_59_done.xml	civil_rights	policy
religion	value	biden1_59_done.xml	environment	policy
religion	value	biden1_59_done.xml	terrorism	policy
religion	value	biden1_59_done.xml	economy	policy
religion	value	biden1_59_done.xml	education	policy
religion	value	biden1_59_done.xml	health	policy
religion	value	biden1_59_done.xml	economy	policy
religion	value	biden1_59_done.xml	health	policy
religion	value	biden1_59_done.xml	civil_rights	policy
religion	value	biden1_59_done.xml	foreign	policy
religion	value	biden1_59_done.xml	foreign	policy
religion	value	biden1_59_done.xml	health	policy
religion	value	biden1_59_done.xml	civil_rights	policy
religion	value	biden1_59_done.xml	environment	policy
religion	value	biden1_59_done.xml	foreign	policy
religion	value	biden1_59_done.xml	military	policy
restoration	value	biden1_59_done.xml	economy	policy
restoration	value	biden1_59_done.xml	civil_rights	policy
restoration	value	biden1_59_done.xml	environment	policy
restoration	value	biden1_59_done.xml	terrorism	policy
restoration	value	biden1_59_done.xml	economy	policy
restoration	value	biden1_59_done.xml	education	policy
restoration	value	biden1_59_done.xml	health	policy
restoration	value	biden1_59_done.xml	economy	policy
restoration	value	biden1_59_done.xml	health	policy
restoration	value	biden1_59_done.xml	civil_rights	policy
restoration	value	biden1_59_done.xml	foreign	policy
restoration	value	biden1_59_done.xml	foreign	policy
restoration	value	biden1_59_done.xml	health	policy
restoration	value	biden1_59_done.xml	civil_rights	policy
restoration	value	biden1_59_done.xml	environment	policy
restoration	value	biden1_59_done.xml	foreign	policy
restoration	value	biden1_59_done.xml	military	policy
progress	value	biden1_59_done.xml	economy	policy
progress	value	biden1_59_done.xml	civil_rights	policy
progress	value	biden1_59_done.xml	environment	policy
progress	value	biden1_59_done.xml	terrorism	policy
progress	value	biden1_59_done.xml	economy	policy
progress	value	biden1_59_done.xml	education	policy
progress	value	biden1_59_done.xml	health	policy
progress	value	biden1_59_done.xml	economy	policy
progress	value	biden1_59_done.xml	health	policy
progress	value	biden1_59_done.xml	civil_rights	policy
progress	value	biden1_59_done.xml	foreign	policy
progress	value	biden1_59_done.xml	foreign	policy
progress	value	biden1_59_done.xml	health	policy
progress	value	biden1_59_done.xml	civil_rights	policy
progress	value	biden1_59_done.xml	environment	policy
progress	value	biden1_59_done.xml	foreign	policy
progress	value	biden1_59_done.xml	military	policy
security	value	biden1_59_done.xml	economy	policy
security	value	biden1_59_done.xml	civil_rights	policy
security	value	biden1_59_done.xml	environment	policy
security	value	biden1_59_done.xml	terrorism	policy
security	value	biden1_59_done.xml	economy	policy
security	value	biden1_59_done.xml	education	policy
security	value	biden1_59_done.xml	health	policy
security	value	biden1_59_done.xml	economy	policy
security	value	biden1_59_done.xml	health	policy
security	value	biden1_59_done.xml	civil_rights	policy
security	value	biden1_59_done.xml	foreign	policy
security	value	biden1_59_done.xml	foreign	policy
security	value	biden1_59_done.xml	health	policy
security	value	biden1_59_done.xml	civil_rights	policy
security	value	biden1_59_done.xml	environment	policy
security	value	biden1_59_done.xml	foreign	policy
security	value	biden1_59_done.xml	military	policy
equality	value	biden1_59_done.xml	economy	policy
equality	value	biden1_59_done.xml	civil_rights	policy
equality	value	biden1_59_done.xml	environment	policy
equality	value	biden1_59_done.xml	terrorism	policy
equality	value	biden1_59_done.xml	economy	policy
equality	value	biden1_59_done.xml	education	policy
equality	value	biden1_59_done.xml	health	policy
equality	value	biden1_59_done.xml	economy	policy
equality	value	biden1_59_done.xml	health	policy
equality	value	biden1_59_done.xml	civil_rights	policy
equality	value	biden1_59_done.xml	foreign	policy
equality	value	biden1_59_done.xml	foreign	policy
equality	value	biden1_59_done.xml	health	policy
equality	value	biden1_59_done.xml	civil_rights	policy
