<?xml version="1.0" encoding="UTF-8"?>religion	adams1_3_done.xml	government
religion	adams1_3_done.xml	government
religion	adams1_3_done.xml	government
religion	adams1_3_done.xml	government
religion	adams1_3_done.xml	government
religion	adams1_3_done.xml	foreign
unity	adams1_3_done.xml	government
unity	adams1_3_done.xml	government
unity	adams1_3_done.xml	government
unity	adams1_3_done.xml	government
unity	adams1_3_done.xml	government
unity	adams1_3_done.xml	foreign
democracy	adams1_3_done.xml	government
democracy	adams1_3_done.xml	government
democracy	adams1_3_done.xml	government
democracy	adams1_3_done.xml	government
democracy	adams1_3_done.xml	government
democracy	adams1_3_done.xml	foreign
patriotism	adams1_3_done.xml	government
patriotism	adams1_3_done.xml	government
patriotism	adams1_3_done.xml	government
patriotism	adams1_3_done.xml	government
patriotism	adams1_3_done.xml	government
patriotism	adams1_3_done.xml	foreign
liberty	adams1_3_done.xml	government
liberty	adams1_3_done.xml	government
liberty	adams1_3_done.xml	government
liberty	adams1_3_done.xml	government
liberty	adams1_3_done.xml	government
liberty	adams1_3_done.xml	foreign
democracy	biden1_59_done.xml	economy
democracy	biden1_59_done.xml	civil_rights
democracy	biden1_59_done.xml	environment
democracy	biden1_59_done.xml	terrorism
democracy	biden1_59_done.xml	economy
democracy	biden1_59_done.xml	education
democracy	biden1_59_done.xml	health
democracy	biden1_59_done.xml	economy
democracy	biden1_59_done.xml	health
democracy	biden1_59_done.xml	civil_rights
democracy	biden1_59_done.xml	foreign
democracy	biden1_59_done.xml	foreign
democracy	biden1_59_done.xml	health
democracy	biden1_59_done.xml	civil_rights
democracy	biden1_59_done.xml	environment
democracy	biden1_59_done.xml	foreign
democracy	biden1_59_done.xml	military
unity	biden1_59_done.xml	economy
unity	biden1_59_done.xml	civil_rights
unity	biden1_59_done.xml	environment
unity	biden1_59_done.xml	terrorism
unity	biden1_59_done.xml	economy
unity	biden1_59_done.xml	education
unity	biden1_59_done.xml	health
unity	biden1_59_done.xml	economy
unity	biden1_59_done.xml	health
unity	biden1_59_done.xml	civil_rights
unity	biden1_59_done.xml	foreign
unity	biden1_59_done.xml	foreign
unity	biden1_59_done.xml	health
unity	biden1_59_done.xml	civil_rights
unity	biden1_59_done.xml	environment
unity	biden1_59_done.xml	foreign
unity	biden1_59_done.xml	military
religion	biden1_59_done.xml	economy
religion	biden1_59_done.xml	civil_rights
religion	biden1_59_done.xml	environment
religion	biden1_59_done.xml	terrorism
religion	biden1_59_done.xml	economy
religion	biden1_59_done.xml	education
religion	biden1_59_done.xml	health
religion	biden1_59_done.xml	economy
religion	biden1_59_done.xml	health
religion	biden1_59_done.xml	civil_rights
religion	biden1_59_done.xml	foreign
religion	biden1_59_done.xml	foreign
religion	biden1_59_done.xml	health
religion	biden1_59_done.xml	civil_rights
religion	biden1_59_done.xml	environment
religion	biden1_59_done.xml	foreign
religion	biden1_59_done.xml	military
restoration	biden1_59_done.xml	economy
restoration	biden1_59_done.xml	civil_rights
restoration	biden1_59_done.xml	environment
restoration	biden1_59_done.xml	terrorism
restoration	biden1_59_done.xml	economy
restoration	biden1_59_done.xml	education
restoration	biden1_59_done.xml	health
restoration	biden1_59_done.xml	economy
restoration	biden1_59_done.xml	health
restoration	biden1_59_done.xml	civil_rights
restoration	biden1_59_done.xml	foreign
restoration	biden1_59_done.xml	foreign
restoration	biden1_59_done.xml	health
restoration	biden1_59_done.xml	civil_rights
restoration	biden1_59_done.xml	environment
restoration	biden1_59_done.xml	foreign
restoration	biden1_59_done.xml	military
progress	biden1_59_done.xml	economy
progress	biden1_59_done.xml	civil_rights
progress	biden1_59_done.xml	environment
progress	biden1_59_done.xml	terrorism
progress	biden1_59_done.xml	economy
progress	biden1_59_done.xml	education
progress	biden1_59_done.xml	health
progress	biden1_59_done.xml	economy
progress	biden1_59_done.xml	health
progress	biden1_59_done.xml	civil_rights
progress	biden1_59_done.xml	foreign
progress	biden1_59_done.xml	foreign
progress	biden1_59_done.xml	health
progress	biden1_59_done.xml	civil_rights
progress	biden1_59_done.xml	environment
progress	biden1_59_done.xml	foreign
progress	biden1_59_done.xml	military
security	biden1_59_done.xml	economy
security	biden1_59_done.xml	civil_rights
security	biden1_59_done.xml	environment
security	biden1_59_done.xml	terrorism
security	biden1_59_done.xml	economy
security	biden1_59_done.xml	education
security	biden1_59_done.xml	health
security	biden1_59_done.xml	economy
security	biden1_59_done.xml	health
security	biden1_59_done.xml	civil_rights
security	biden1_59_done.xml	foreign
security	biden1_59_done.xml	foreign
security	biden1_59_done.xml	health
security	biden1_59_done.xml	civil_rights
security	biden1_59_done.xml	environment
security	biden1_59_done.xml	foreign
security	biden1_59_done.xml	military
equality	biden1_59_done.xml	economy
equality	biden1_59_done.xml	civil_rights
equality	biden1_59_done.xml	environment
equality	biden1_59_done.xml	terrorism
equality	biden1_59_done.xml	economy
equality	biden1_59_done.xml	education
equality	biden1_59_done.xml	health
equality	biden1_59_done.xml	economy
equality	biden1_59_done.xml	health
equality	biden1_59_done.xml	civil_rights
equality	biden1_59_done.xml	foreign
equality	biden1_59_done.xml	foreign
equality	biden1_59_done.xml	health
equality	biden1_59_done.xml	civil_rights
equality	biden1_59_done.xml	environment
equality	biden1_59_done.xml	foreign
equality	biden1_59_done.xml	military
action	biden1_59_done.xml	economy
action	biden1_59_done.xml	civil_rights
action	biden1_59_done.xml	environment
action	biden1_59_done.xml	terrorism
action	biden1_59_done.xml	economy
action	biden1_59_done.xml	education
action	biden1_59_done.xml	health
action	biden1_59_done.xml	economy
action	biden1_59_done.xml	health
action	biden1_59_done.xml	civil_rights
action	biden1_59_done.xml	foreign
action	biden1_59_done.xml	foreign
action	biden1_59_done.xml	health
action	biden1_59_done.xml	civil_rights
action	biden1_59_done.xml	environment
action	biden1_59_done.xml	foreign
action	biden1_59_done.xml	military
liberty	biden1_59_done.xml	economy
liberty	biden1_59_done.xml	civil_rights
liberty	biden1_59_done.xml	environment
liberty	biden1_59_done.xml	terrorism
liberty	biden1_59_done.xml	economy
liberty	biden1_59_done.xml	education
liberty	biden1_59_done.xml	health
liberty	biden1_59_done.xml	economy
liberty	biden1_59_done.xml	health
liberty	biden1_59_done.xml	civil_rights
liberty	biden1_59_done.xml	foreign
liberty	biden1_59_done.xml	foreign
liberty	biden1_59_done.xml	health
liberty	biden1_59_done.xml	civil_rights
liberty	biden1_59_done.xml	environment
liberty	biden1_59_done.xml	foreign
liberty	biden1_59_done.xml	military
patriotism	biden1_59_done.xml	economy
patriotism	biden1_59_done.xml	civil_rights
patriotism	biden1_59_done.xml	environment
patriotism	biden1_59_done.xml	terrorism
patriotism	biden1_59_done.xml	economy
patriotism	biden1_59_done.xml	education
patriotism	biden1_59_done.xml	health
patriotism	biden1_59_done.xml	economy
patriotism	biden1_59_done.xml	health
patriotism	biden1_59_done.xml	civil_rights
patriotism	biden1_59_done.xml	foreign
patriotism	biden1_59_done.xml	foreign
patriotism	biden1_59_done.xml	health
patriotism	biden1_59_done.xml	civil_rights
patriotism	biden1_59_done.xml	environment
patriotism	biden1_59_done.xml	foreign
patriotism	biden1_59_done.xml	military
religion	buchanan1_18_done.xml	civil_rights
religion	buchanan1_18_done.xml	government
religion	buchanan1_18_done.xml	civil_rights
religion	buchanan1_18_done.xml	economy
religion	buchanan1_18_done.xml	economy
religion	buchanan1_18_done.xml	economy
religion	buchanan1_18_done.xml	economy
religion	buchanan1_18_done.xml	economy
religion	buchanan1_18_done.xml	military
religion	buchanan1_18_done.xml	foreign
religion	buchanan1_18_done.xml	foreign
unity	buchanan1_18_done.xml	civil_rights
unity	buchanan1_18_done.xml	government
unity	buchanan1_18_done.xml	civil_rights
unity	buchanan1_18_done.xml	economy
unity	buchanan1_18_done.xml	economy
unity	buchanan1_18_done.xml	economy
unity	buchanan1_18_done.xml	economy
unity	buchanan1_18_done.xml	economy
unity	buchanan1_18_done.xml	military
unity	buchanan1_18_done.xml	foreign
unity	buchanan1_18_done.xml	foreign
democracy	buchanan1_18_done.xml	civil_rights
democracy	buchanan1_18_done.xml	government
democracy	buchanan1_18_done.xml	civil_rights
democracy	buchanan1_18_done.xml	economy
democracy	buchanan1_18_done.xml	economy
democracy	buchanan1_18_done.xml	economy
democracy	buchanan1_18_done.xml	economy
democracy	buchanan1_18_done.xml	economy
democracy	buchanan1_18_done.xml	military
democracy	buchanan1_18_done.xml	foreign
democracy	buchanan1_18_done.xml	foreign
security	buchanan1_18_done.xml	civil_rights
security	buchanan1_18_done.xml	government
security	buchanan1_18_done.xml	civil_rights
security	buchanan1_18_done.xml	economy
security	buchanan1_18_done.xml	economy
security	buchanan1_18_done.xml	economy
security	buchanan1_18_done.xml	economy
security	buchanan1_18_done.xml	economy
security	buchanan1_18_done.xml	military
security	buchanan1_18_done.xml	foreign
security	buchanan1_18_done.xml	foreign
religion	bush1_51_done.xml	foreign
religion	bush1_51_done.xml	homelessness
religion	bush1_51_done.xml	health
religion	bush1_51_done.xml	crime
religion	bush1_51_done.xml	health
religion	bush1_51_done.xml	economy
religion	bush1_51_done.xml	military
religion	bush1_51_done.xml	economy
religion	bush1_51_done.xml	foreign
religion	bush1_51_done.xml	foreign
religion	bush1_51_done.xml	foreign
religion	bush1_51_done.xml	crime
action	bush1_51_done.xml	foreign
action	bush1_51_done.xml	homelessness
action	bush1_51_done.xml	health
action	bush1_51_done.xml	crime
action	bush1_51_done.xml	health
action	bush1_51_done.xml	economy
action	bush1_51_done.xml	military
action	bush1_51_done.xml	economy
action	bush1_51_done.xml	foreign
action	bush1_51_done.xml	foreign
action	bush1_51_done.xml	foreign
action	bush1_51_done.xml	crime
democracy	bush1_51_done.xml	foreign
democracy	bush1_51_done.xml	homelessness
democracy	bush1_51_done.xml	health
democracy	bush1_51_done.xml	crime
democracy	bush1_51_done.xml	health
democracy	bush1_51_done.xml	economy
democracy	bush1_51_done.xml	military
democracy	bush1_51_done.xml	economy
democracy	bush1_51_done.xml	foreign
democracy	bush1_51_done.xml	foreign
democracy	bush1_51_done.xml	foreign
democracy	bush1_51_done.xml	crime
unity	bush1_51_done.xml	foreign
unity	bush1_51_done.xml	homelessness
unity	bush1_51_done.xml	health
unity	bush1_51_done.xml	crime
unity	bush1_51_done.xml	health
unity	bush1_51_done.xml	economy
unity	bush1_51_done.xml	military
unity	bush1_51_done.xml	economy
unity	bush1_51_done.xml	foreign
unity	bush1_51_done.xml	foreign
unity	bush1_51_done.xml	foreign
unity	bush1_51_done.xml	crime
humility	bush1_51_done.xml	foreign
humility	bush1_51_done.xml	homelessness
humility	bush1_51_done.xml	health
humility	bush1_51_done.xml	crime
humility	bush1_51_done.xml	health
humility	bush1_51_done.xml	economy
humility	bush1_51_done.xml	military
humility	bush1_51_done.xml	economy
humility	bush1_51_done.xml	foreign
humility	bush1_51_done.xml	foreign
humility	bush1_51_done.xml	foreign
humility	bush1_51_done.xml	crime
equality	bush1_51_done.xml	foreign
equality	bush1_51_done.xml	homelessness
equality	bush1_51_done.xml	health
equality	bush1_51_done.xml	crime
equality	bush1_51_done.xml	health
equality	bush1_51_done.xml	economy
equality	bush1_51_done.xml	military
equality	bush1_51_done.xml	economy
equality	bush1_51_done.xml	foreign
equality	bush1_51_done.xml	foreign
equality	bush1_51_done.xml	foreign
equality	bush1_51_done.xml	crime
security	bush1_51_done.xml	foreign
security	bush1_51_done.xml	homelessness
security	bush1_51_done.xml	health
security	bush1_51_done.xml	crime
security	bush1_51_done.xml	health
security	bush1_51_done.xml	economy
security	bush1_51_done.xml	military
security	bush1_51_done.xml	economy
security	bush1_51_done.xml	foreign
security	bush1_51_done.xml	foreign
security	bush1_51_done.xml	foreign
security	bush1_51_done.xml	crime
restoration	bush1_51_done.xml	foreign
restoration	bush1_51_done.xml	homelessness
restoration	bush1_51_done.xml	health
restoration	bush1_51_done.xml	crime
restoration	bush1_51_done.xml	health
restoration	bush1_51_done.xml	economy
restoration	bush1_51_done.xml	military
restoration	bush1_51_done.xml	economy
restoration	bush1_51_done.xml	foreign
restoration	bush1_51_done.xml	foreign
restoration	bush1_51_done.xml	foreign
restoration	bush1_51_done.xml	crime
patriotism	bush1_51_done.xml	foreign
patriotism	bush1_51_done.xml	homelessness
patriotism	bush1_51_done.xml	health
patriotism	bush1_51_done.xml	crime
patriotism	bush1_51_done.xml	health
patriotism	bush1_51_done.xml	economy
patriotism	bush1_51_done.xml	military
patriotism	bush1_51_done.xml	economy
patriotism	bush1_51_done.xml	foreign
patriotism	bush1_51_done.xml	foreign
patriotism	bush1_51_done.xml	foreign
patriotism	bush1_51_done.xml	crime
democracy	bush1_54_done.xml	foreign
democracy	bush1_54_done.xml	education
democracy	bush1_54_done.xml	immigration
democracy	bush1_54_done.xml	foreign
democracy	bush1_54_done.xml	economy
democracy	bush1_54_done.xml	education
democracy	bush1_54_done.xml	health
democracy	bush1_54_done.xml	economy
democracy	bush1_54_done.xml	military
democracy	bush1_54_done.xml	foreign
democracy	bush1_54_done.xml	prison
democracy	bush1_54_done.xml	health
democracy	bush1_54_done.xml	civil_rights
democracy	bush1_54_done.xml	education
equality	bush1_54_done.xml	foreign
equality	bush1_54_done.xml	education
equality	bush1_54_done.xml	immigration
equality	bush1_54_done.xml	foreign
equality	bush1_54_done.xml	economy
equality	bush1_54_done.xml	education
equality	bush1_54_done.xml	health
equality	bush1_54_done.xml	economy
equality	bush1_54_done.xml	military
equality	bush1_54_done.xml	foreign
equality	bush1_54_done.xml	prison
equality	bush1_54_done.xml	health
equality	bush1_54_done.xml	civil_rights
equality	bush1_54_done.xml	education
progress	bush1_54_done.xml	foreign
progress	bush1_54_done.xml	education
progress	bush1_54_done.xml	immigration
progress	bush1_54_done.xml	foreign
progress	bush1_54_done.xml	economy
progress	bush1_54_done.xml	education
progress	bush1_54_done.xml	health
progress	bush1_54_done.xml	economy
progress	bush1_54_done.xml	military
progress	bush1_54_done.xml	foreign
